Feb2012:17:03,wlan0,,193.137.138.170,224.0.0.1,UDP,55038,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:17:24,wlan0,,193.137.138.170,224.0.0.1,UDP,56327,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:17:30,eth0,,0332:3534:0233:3603:3136:3803:3139:3207,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,56327,NA,United States,Fairfield,-73.2637,41.1412
Feb2012:17:46,wlan0,,193.137.138.170,224.0.0.1,UDP,56669,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:18:00,wlan0,,193.137.138.170,224.0.0.1,UDP,62747,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:18:21,wlan0,,193.137.138.170,224.0.0.1,UDP,52296,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:18:42,wlan0,,193.137.138.170,224.0.0.1,UDP,56642,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:19:03,wlan0,,193.137.138.170,224.0.0.1,UDP,64034,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:19:25,wlan0,,193.137.138.170,224.0.0.1,UDP,61903,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:19:35,eth0,,0564:6169:7379:0675:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,61903,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2012:19:46,wlan0,,193.137.138.170,224.0.0.1,UDP,52499,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:20:00,wlan0,,193.137.138.170,224.0.0.1,UDP,63464,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:20:21,wlan0,,193.137.138.170,224.0.0.1,UDP,55155,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:20:43,wlan0,,193.137.138.170,224.0.0.1,UDP,52871,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:21:00,wlan0,,193.137.137.204,224.0.0.1,UDP,65118,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:21:21,wlan0,,193.137.137.204,224.0.0.1,UDP,57534,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:21:39,wlan0,,193.137.138.170,224.0.0.1,UDP,55784,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:22:00,wlan0,,193.137.138.170,224.0.0.1,UDP,64017,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:22:22,wlan0,,193.137.138.170,224.0.0.1,UDP,63170,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:22:43,wlan0,,193.137.138.170,224.0.0.1,UDP,61427,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:23:00,wlan0,,193.137.137.204,224.0.0.1,UDP,57908,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:23:21,wlan0,,193.137.137.204,224.0.0.1,UDP,63135,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:23:40,wlan0,,193.137.138.170,224.0.0.1,UDP,59591,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:23:45,eth0,,0101:080a:1206:c3fe:01cf:548a:0039:3207,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,59591,AS,China,,105.0,35.0
Feb2012:24:01,wlan0,,193.137.138.170,224.0.0.1,UDP,64169,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:24:22,wlan0,,193.137.138.170,224.0.0.1,UDP,55059,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:24:39,wlan0,,193.137.137.204,224.0.0.1,UDP,52902,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:25:00,wlan0,,193.137.137.204,224.0.0.1,UDP,53034,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:25:22,wlan0,,193.137.137.204,224.0.0.1,UDP,60678,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:25:40,wlan0,,193.137.138.170,224.0.0.1,UDP,50931,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:25:50,eth0,,0101:080a:1207:3b1a:007f:c712:0001:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,50931,AS,China,,105.0,35.0
Feb2012:26:01,wlan0,,193.137.138.170,224.0.0.1,UDP,55931,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:26:23,wlan0,,193.137.138.170,224.0.0.1,UDP,62389,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:26:40,wlan0,,193.137.137.204,224.0.0.1,UDP,61507,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:27:01,wlan0,,193.137.137.204,224.0.0.1,UDP,57289,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:27:19,wlan0,,193.137.138.170,224.0.0.1,UDP,65216,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:27:40,wlan0,,193.137.138.170,224.0.0.1,UDP,61675,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:27:55,eth0,,0564:6169:7379:0675:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,61675,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2012:28:02,wlan0,,193.137.138.170,224.0.0.1,UDP,61057,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:28:23,wlan0,,193.137.138.170,224.0.0.1,UDP,63621,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:28:40,wlan0,,193.137.137.204,224.0.0.1,UDP,56567,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:29:01,wlan0,,193.137.137.204,224.0.0.1,UDP,50510,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:29:20,wlan0,,193.137.138.170,224.0.0.1,UDP,51211,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:29:41,wlan0,,193.137.138.170,224.0.0.1,UDP,56801,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:30:00,eth0,,0564:6169:7379:0675:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,56801,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2012:30:19,wlan0,,193.137.137.204,224.0.0.1,UDP,63949,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:30:41,wlan0,,193.137.137.204,224.0.0.1,UDP,54912,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:31:02,wlan0,,193.137.137.204,224.0.0.1,UDP,51608,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:31:20,wlan0,,193.137.138.170,224.0.0.1,UDP,62678,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:31:41,wlan0,,193.137.138.170,224.0.0.1,UDP,53864,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:32:03,wlan0,,193.137.138.170,224.0.0.1,UDP,61286,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:32:05,eth0,,0564:6169:7379:0675:ffff:ffff:ffff:0009,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,61286,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2012:32:41,wlan0,,193.137.137.204,224.0.0.1,UDP,60889,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:33:02,wlan0,,193.137.137.204,224.0.0.1,UDP,61847,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:33:19,wlan0,,193.137.138.170,224.0.0.1,UDP,55898,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:33:41,wlan0,,193.137.138.170,224.0.0.1,UDP,58603,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:34:02,wlan0,,193.137.138.170,224.0.0.1,UDP,58207,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:34:10,eth0,,0564:6169:7379:0675:6275:6e74:7503:636f,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58207,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2012:34:20,wlan0,,193.137.137.204,224.0.0.1,UDP,64305,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:34:41,wlan0,,193.137.137.204,224.0.0.1,UDP,50728,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:35:03,wlan0,,193.137.137.204,224.0.0.1,UDP,56574,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:35:20,wlan0,,193.137.138.170,224.0.0.1,UDP,51834,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:35:41,wlan0,,193.137.138.170,224.0.0.1,UDP,54174,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:36:02,wlan0,,193.137.138.170,224.0.0.1,UDP,63341,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:36:15,eth0,,0300:0000:0400:0000:3802:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,63341,NA,United States,Fairfield,-73.2637,41.1412
Feb2012:36:24,wlan0,,193.137.138.170,224.0.0.1,UDP,53107,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:36:45,wlan0,,193.137.138.170,224.0.0.1,UDP,63686,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:37:06,wlan0,,193.137.138.170,224.0.0.1,UDP,51389,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:37:20,wlan0,,193.137.138.170,224.0.0.1,UDP,51036,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:37:42,wlan0,,193.137.138.170,224.0.0.1,UDP,61515,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:38:03,wlan0,,193.137.138.170,224.0.0.1,UDP,58991,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:38:20,eth0,,0204:05b4:0402:080a:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58991,EU,France,Marseille,5.376100000000008,43.28540000000001
Feb2012:38:45,wlan0,,193.137.138.170,224.0.0.1,UDP,61801,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:38:59,wlan0,,193.137.138.170,224.0.0.1,UDP,50947,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:39:21,wlan0,,193.137.138.170,224.0.0.1,UDP,59383,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:39:42,wlan0,,193.137.138.170,224.0.0.1,UDP,62356,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:40:03,wlan0,,193.137.138.170,224.0.0.1,UDP,58449,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:40:24,wlan0,,193.137.138.170,224.0.0.1,UDP,64640,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:40:46,wlan0,,193.137.138.170,224.0.0.1,UDP,54934,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:41:00,wlan0,,193.137.138.170,224.0.0.1,UDP,59403,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:41:20,wlan0,,193.137.138.170,224.0.0.1,UDP,51492,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:41:41,wlan0,,193.137.138.170,224.0.0.1,UDP,55274,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:42:03,wlan0,,193.137.138.170,224.0.0.1,UDP,63339,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:42:24,wlan0,,193.137.138.170,224.0.0.1,UDP,64418,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:42:30,eth0,,14e9:14e9:0035:67d5:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,64418,NA,United States,Falls Church,-77.1922,38.864000000000004
Feb2012:42:45,wlan0,,193.137.138.170,224.0.0.1,UDP,50983,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:42:59,wlan0,,193.137.138.170,224.0.0.1,UDP,51917,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:43:21,wlan0,,193.137.138.170,224.0.0.1,UDP,58326,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:43:42,wlan0,,193.137.138.170,224.0.0.1,UDP,53939,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:44:03,wlan0,,193.137.138.170,224.0.0.1,UDP,51925,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:44:24,wlan0,,193.137.138.170,224.0.0.1,UDP,61972,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:44:35,eth0,,14e9:14e9:0035:67d5:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,61972,NA,United States,Falls Church,-77.1922,38.864000000000004
Feb2012:44:46,wlan0,,193.137.138.170,224.0.0.1,UDP,60638,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:45:00,wlan0,,193.137.138.170,224.0.0.1,UDP,57400,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:45:21,wlan0,,193.137.138.170,224.0.0.1,UDP,56145,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:45:42,wlan0,,193.137.138.170,224.0.0.1,UDP,50568,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:46:03,wlan0,,193.137.138.170,224.0.0.1,UDP,51753,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:46:25,wlan0,,193.137.138.170,224.0.0.1,UDP,58257,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:46:40,eth0,,0332:3534:0233:3603:6aaf:584f:263c:0009,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58257,NA,United States,Fairfield,-73.2637,41.1412
Feb2012:47:07,wlan0,,193.137.138.170,224.0.0.1,UDP,49321,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:47:21,wlan0,,193.137.138.170,224.0.0.1,UDP,51442,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:47:43,wlan0,,193.137.138.170,224.0.0.1,UDP,55733,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:48:04,wlan0,,193.137.138.170,224.0.0.1,UDP,57762,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:48:25,wlan0,,193.137.138.170,224.0.0.1,UDP,58994,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:48:39,wlan0,,193.137.138.170,224.0.0.1,UDP,52576,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:48:45,eth0,,0332:3534:0233:3603:3136:3803:3139:3207,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,52576,NA,United States,Fairfield,-73.2637,41.1412
Feb2012:49:00,wlan0,,193.137.138.170,224.0.0.1,UDP,56572,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:49:22,wlan0,,193.137.138.170,224.0.0.1,UDP,58825,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:49:43,wlan0,,193.137.138.170,224.0.0.1,UDP,64244,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:50:04,wlan0,,193.137.138.170,224.0.0.1,UDP,52647,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:50:25,wlan0,,193.137.138.170,224.0.0.1,UDP,50592,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:50:40,wlan0,,193.137.138.170,224.0.0.1,UDP,49682,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:51:01,wlan0,,193.137.138.170,224.0.0.1,UDP,51585,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:51:22,wlan0,,193.137.138.170,224.0.0.1,UDP,64003,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:51:43,wlan0,,193.137.138.170,224.0.0.1,UDP,60187,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:52:05,wlan0,,193.137.138.170,224.0.0.1,UDP,58313,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:52:26,wlan0,,193.137.138.170,224.0.0.1,UDP,51231,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:52:40,wlan0,,193.137.138.170,224.0.0.1,UDP,54376,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:52:55,eth0,,0564:6169:7379:0675:6275:6e74:7503:636f,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,54376,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2012:53:01,wlan0,,193.137.138.170,224.0.0.1,UDP,63317,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:53:23,wlan0,,193.137.138.170,224.0.0.1,UDP,55182,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:53:44,wlan0,,193.137.138.170,224.0.0.1,UDP,50284,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:54:05,wlan0,,193.137.138.170,224.0.0.1,UDP,64032,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:54:19,wlan0,,193.137.138.170,224.0.0.1,UDP,60188,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:54:41,wlan0,,193.137.138.170,224.0.0.1,UDP,51285,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:55:00,eth0,,0b70:6878:2d73:796e:0180:c200:0000:04fe,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,51285,NA,United States,Columbus,-82.9988,39.96119999999999
Feb2012:55:23,wlan0,,193.137.138.170,224.0.0.1,UDP,49981,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:55:44,wlan0,,193.137.138.170,224.0.0.1,UDP,54336,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:56:06,wlan0,,193.137.138.170,224.0.0.1,UDP,61978,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:56:20,wlan0,,193.137.138.170,224.0.0.1,UDP,60995,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:56:41,wlan0,,193.137.138.170,224.0.0.1,UDP,60863,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:57:02,wlan0,,193.137.138.170,224.0.0.1,UDP,65204,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:57:05,eth0,,0564:6169:7379:0675:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,65204,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2012:57:23,wlan0,,193.137.138.170,224.0.0.1,UDP,54732,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:57:45,wlan0,,193.137.138.170,224.0.0.1,UDP,57799,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:58:06,wlan0,,193.137.138.170,224.0.0.1,UDP,57516,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:58:20,wlan0,,193.137.138.170,224.0.0.1,UDP,63885,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:58:41,wlan0,,193.137.138.170,224.0.0.1,UDP,52748,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:59:03,wlan0,,193.137.138.170,224.0.0.1,UDP,50955,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:59:10,eth0,,0100:0000:0600:0000:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,50955,OC,Australia,,133.0,-27.0
Feb2012:59:24,wlan0,,193.137.138.170,224.0.0.1,UDP,52905,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:59:45,wlan0,,193.137.138.170,224.0.0.1,UDP,59735,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2012:59:59,wlan0,,193.137.138.170,224.0.0.1,UDP,54154,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:00:21,wlan0,,193.137.138.170,224.0.0.1,UDP,53708,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:00:42,wlan0,,193.137.138.170,224.0.0.1,UDP,64091,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:01:03,wlan0,,193.137.138.170,224.0.0.1,UDP,56970,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:01:15,eth0,,0564:6169:7379:0675:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,56970,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2013:01:24,wlan0,,193.137.138.170,224.0.0.1,UDP,61444,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:01:46,wlan0,,193.137.138.170,224.0.0.1,UDP,59829,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:02:00,wlan0,,193.137.138.170,224.0.0.1,UDP,49970,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:02:21,wlan0,,193.137.138.170,224.0.0.1,UDP,52080,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:02:42,wlan0,,193.137.138.170,224.0.0.1,UDP,58364,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:03:00,wlan0,,193.137.137.205,193.137.137.113,TCP,49603,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:03:20,eth0,,0332:3534:0233:3603:0180:c200:0000:04fe,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,49603,NA,United States,Fairfield,-73.2637,41.1412
Feb2013:03:46,wlan0,,193.137.138.170,224.0.0.1,UDP,53760,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:04:00,wlan0,,193.137.138.170,224.0.0.1,UDP,63781,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:04:21,wlan0,,193.137.138.170,224.0.0.1,UDP,52293,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:05:25,eth0,,0102:0417:0000:0000:e000:0001:9404:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,52293,AS,China,,105.0,35.0
Feb2013:07:30,eth0,,0564:6169:7379:0675:6275:6e74:7503:636f,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,52293,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2013:09:35,eth0,,0101:080a:1210:c6a7:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58290,AS,China,,105.0,35.0
Feb2013:11:40,eth0,,0564:6169:7379:0675:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58290,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2013:13:45,eth0,,0564:6169:7379:0675:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58290,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2013:15:50,eth0,,0100:0000:0600:0000:0100:0ccc:cccc:04fe,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58290,OC,Australia,,133.0,-27.0
Feb2013:17:55,eth0,,14e9:14e9:0035:67d5:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58290,NA,United States,Falls Church,-77.1922,38.864000000000004
Feb2013:20:00,eth0,,0300:0000:0400:0000:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58290,NA,United States,Fairfield,-73.2637,41.1412
Feb2013:22:05,eth0,,0564:6169:7379:0675:6275:6e74:7503:636f,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58290,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2013:24:10,eth0,,0564:6169:7379:0675:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58290,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2013:26:15,eth0,,0564:6169:7379:0675:6275:6e74:7503:636f,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58290,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2013:28:20,eth0,,0100:0000:0600:0000:e0db:0100:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58290,OC,Australia,,133.0,-27.0
Feb2013:30:25,eth0,,14e9:14e9:0035:67d5:6237:c126:9ee1:0009,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58290,NA,United States,Falls Church,-77.1922,38.864000000000004
Feb2013:32:30,eth0,,0564:6169:7379:0675:0180:c200:0000:04fe,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58290,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2013:34:35,eth0,,0564:6169:7379:0675:0180:c200:0000:04fe,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58290,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2013:36:40,eth0,,0564:6169:7379:0675:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58290,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2013:38:37,wlan0,,193.137.137.204,224.0.0.1,UDP,62127,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:38:44,wlan0,,193.137.137.204,224.0.0.1,UDP,53866,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:38:45,eth0,,0102:0417:0000:0000:e000:0001:9404:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,53866,AS,China,,105.0,35.0
Feb2013:38:51,wlan0,,193.137.137.204,224.0.0.1,UDP,60371,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:38:58,wlan0,,193.137.137.204,224.0.0.1,UDP,64355,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:39:05,wlan0,,193.137.137.204,224.0.0.1,UDP,59151,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:39:12,wlan0,,193.137.137.204,224.0.0.1,UDP,59602,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:39:19,wlan0,,193.137.137.204,224.0.0.1,UDP,55376,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:39:26,wlan0,,193.137.137.204,224.0.0.1,UDP,55601,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:39:34,wlan0,,193.137.137.204,224.0.0.1,UDP,51714,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:39:41,wlan0,,193.137.137.204,224.0.0.1,UDP,52706,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:39:48,wlan0,,193.137.137.204,224.0.0.1,UDP,50748,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:39:55,wlan0,,193.137.137.204,224.0.0.1,UDP,55639,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:40:02,wlan0,,193.137.137.204,224.0.0.1,UDP,64701,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
